10001 57.884987 -152.847231
10005 67.5794055 -148.1732574
10006 57.81972219999999 -152.8738889
10007 55.4785366 -133.1468738
10008 59.15450649999999 -151.8376877
10009 59.37668499999999 -153.4460638
10010 42.3678759 -73.55941279999999
10011 36.0544445 -112.1401108
10012 40.9708989 -74.9972246
10013 33.6233779 -101.2392732
10014 62.5457857 -150.1680902
10016 59.6392938 -151.5030381
10017 51.066944 -93.79305599999999
10020 66.7660436 -160.15277
10021 56.97289869999999 -133.9460317
10022 60.481675 -146.5842525
10023 59.9631602 -158.477235
10024 12.962448 77.642866
10025 61.146908 -149.8402218
10027 61.17588629999999 -149.9900791
10028 70.7156083 -154.4070305
10030 -17.6999984 168.3194985
10031 63.5417269 -150.9962762
10033 70.34427769999999 -150.9447444
10035 53.97111109999999 -166.8566667
10036 59.7760694 -150.9585138
10037 59.24733550000001 -135.5294009
10038 62.5172561 -150.9453416
10040 64.46746379999999 -144.9208916
10041 57.5660861 -154.4538833
10042 57.218101 -153.269745
10044 57.884987 -152.847231
10047 61.17900509999999 -149.9716508
10049 19.1119268 72.8730428
10050 61.89888879999999 -161.4380555
10051 61.20137939999999 -149.7225353
10052 60.39946380000001 -149.2733198
10053 71.058611 -154.7505556
10054 70.5742604 -152.2586004
10055 70.9107452 -153.2422149
10056 57.7808333 -152.3913888
10061 57.218101 -153.269745
10063 55.2039213 -162.724445
10064 61.17310060000001 -149.8753221
10065 59.9887923 -152.6584187
10066 64.3637391 -147.363758
10067 56.0059858 -160.5607919
10069 60.47639279999999 -151.1216834
10070 61.1747238 -149.9638553
10071 64.64739159999999 -151.8098722
10074 61.1820636 -149.8629718
10075 60.8677777 -157.3919444
10076 65.3052778 -143.1536111
10079 60.904152 -149.62384
10080 57.884987 -152.847231
10083 57.884987 -152.847231
10084 59.73828880000001 -151.0298941
10085 59.82854909999999 -153.0808247
10086 63.7501384 -148.9013099
10087 59.2409991 -151.8771152
10088 57.884987 -152.847231
10091 61.62083310000001 -149.3019654
10092 71.058611 -154.7505556
10093 71.058611 -154.7505556
10094 71.058611 -154.7505556
10095 60.7252736 -151.3022361
10096 59.73828880000001 -151.0298941
10097 63.85329999999999 -152.4885
10100 57.7543782 -152.51473
10102 60.07876479999999 -147.9975211
10103 59.0510837 -158.5803509
10106 59.7760694 -150.9585138
10107 61.213055 -149.896227
10108 61.213055 -149.896227
10109 61.213055 -149.896227
10112 64.77691709999999 -141.1633513
10118 -17.3878955 -145.582949
10119 -26.6930109 141.0478697
10120 31.0780916 33.8360741
10121 36.8229009 7.8176335
10122 29.7264 -85.02469599999999
10123 50.8233411 6.1877096
10124 -12.96826 -46.8579769
10125 57.0969187 9.8564632
10126 -24.8003764 31.5408156
10127 24.2153888 55.7832003
10128 9.430555 -64.471664
10129 45.0030148 37.3408425
10130 56.3075123 10.6281027
10132 -19.563218 -46.9604951
10134 30.364116 48.2269108
10135 40.65165040000001 -75.4347461
10136 32.3749916 -99.7438001
10137 5.2544696 -3.9296293
10138 6.7416526 44.2621146
10139 67.0930556 -157.8316667
10140 35.0433333 -106.6129085
10141 45.4534583 -98.4177261
10142 22.3672521 31.6103355
10143 24.7545024 46.85331730000001
10144 9.007114999999999 7.263400099999999
10145 -36.0684077 146.9545458
10146 31.53567109999999 -84.19390489999999
10147 57.203514 -2.190188
10148 16.7615162 -99.758918
10149 44.9730441 -85.1769095
10150 5.606095499999999 -0.1681235
10151 29.0468535 -13.5899733
10152 47.4858737 9.560017799999999
10153 49.706944 -2.215278
10154 41.2569516 -70.0637506
10155 31.6086462 -97.2226498
10156 9.1887283 -77.99407269999999
10157 40.8665166 -124.0828396
10158 39.4513116 -74.57219640000001
10159 36.98516600000001 35.2970875
10160 36.876589 34.81796000000001
10162 8.9800689 38.7989319
10163 12.8253779 45.03708959999999
10164 31.9748491 35.9832471
10165 51.88 -176.6580556
10166 -34.925739 138.604794
10167 34.302181 -97.0186327
10168 4.6983396 -74.1419602
10169 -30.4371843 137.1395444
10170 57.7543782 -152.51473
10171 32.96179 -96.82916850000001
10172 38.7965203 -76.8836261
10173 56.3759087 -2.8575909
10174 12.5861164 -81.7021578
10175 24.2504051 54.5488034
10176 57.884987 -152.847231
10177 1.4017642 99.42654309999999
10178 13.8446672 20.8493964
10180 16.7128142 -9.637267
10181 -34.5580305 -58.4170088
10182 43.4487326 39.9420245
10183 62.56103119999999 6.082225999999999
10184 66.5496076 -152.629292
10185 31.3267812 -92.5472399
10186 65.6586109 -18.072222
10188 -34.586274 -68.403751
10189 38.969723 -104.813057
10190 40.6075795 -95.8656202
10191 42.71357829999999 -110.9397696
10192 35.0204676 -80.07754109999999
10194 32.9861477 -97.3125262
10195 38.7312399 30.5912217
10196 30.3523115 -9.551496499999999
10197 48.4241375 10.9324419
10198 40.4450813 -80.0087746
10199 44.1762319 0.5944807
10200 -3.583610999999999 143.6691669
10201 56.245748 12.863881
10202 -6.3620836 143.2301397
10204 57.4965954 -134.5697093
10205 36.524807 -5.0390536
10206 38.6024132 21.3515736
10207 27.152696 77.9617558
10208 33.3737747 -81.9722432
10209 -25.4555 -54.843592
10210 21.7011552 -102.3143912
10212 10.8243222 72.1760649
10214 18.2348157 42.6577331
10215 34.146946 -97.12277999999999
10216 33.9492161 -83.3274793
10217 40.6332779 8.2896846
10218 15.4844645 -84.35683379999999
10219 51.5005849 179.0409225
10220 35.179557 -3.839891
10221 42.0619091 -102.806985
10222 56.2012215 -132.433335
10223 40.1096425 -85.6141715
10224 33.6494671 -81.6779112
10225 70.6376909 -159.997093
10226 -18.8295303 -159.7667148
10227 39.3603006 -74.4566013
10228 38.1003629 -92.55043739999999
10229 41.9197777 8.7942675
10230 29.887356 39.3206241
10232 23.8388475 92.62417049999999
10233 -12.1349328 44.4252603
10234 65.590278 19.281944
10235 -29.68725 -53.8154499
10236 16.964167 7.993055999999999
